Sectores de actividad CNAE 2009;Tiempo de trabajo;Periodo;Total
Industria;Horas no trabajadas por compensación horas extras;2001T3;0,1
Industria;Horas no trabajadas por compensación horas extras;2001T2;0,1
Industria;Horas no trabajadas por compensación horas extras;2001T1;0,1
Industria;Horas no trabajadas por compensación horas extras;2000T4;0,1
Industria;Horas no trabajadas por compensación horas extras;2000T3;0,1
Industria;Horas no trabajadas por compensación horas extras;2000T2;0,1
Industria;Horas no trabajadas por compensación horas extras;2000T1;0,1
Industria;Otras horas no trabajadas y remuneradas;2007T4;0,5
Industria;Otras horas no trabajadas y remuneradas;2007T3;0,4
Industria;Otras horas no trabajadas y remuneradas;2007T2;0,5
Industria;Otras horas no trabajadas y remuneradas;2007T1;0,5
Industria;Otras horas no trabajadas y remuneradas;2006T4;0,5
Industria;Otras horas no trabajadas y remuneradas;2006T3;0,4
Industria;Otras horas no trabajadas y remuneradas;2006T2;0,6
Industria;Otras horas no trabajadas y remuneradas;2006T1;0,5
Industria;Otras horas no trabajadas y remuneradas;2005T4;0,5
Industria;Otras horas no trabajadas y remuneradas;2005T3;0,4
Industria;Otras horas no trabajadas y remuneradas;2005T2;0,5
Industria;Otras horas no trabajadas y remuneradas;2005T1;0,5
Industria;Otras horas no trabajadas y remuneradas;2004T4;0,4
Industria;Otras horas no trabajadas y remuneradas;2004T3;0,4
Industria;Otras horas no trabajadas y remuneradas;2004T2;0,5
Industria;Otras horas no trabajadas y remuneradas;2004T1;0,5
Industria;Otras horas no trabajadas y remuneradas;2003T4;0,5
Industria;Otras horas no trabajadas y remuneradas;2003T3;0,3
Industria;Otras horas no trabajadas y remuneradas;2003T2;0,6
Industria;Otras horas no trabajadas y remuneradas;2003T1;0,5
Industria;Otras horas no trabajadas y remuneradas;2002T4;0,4
Industria;Otras horas no trabajadas y remuneradas;2002T3;0,3
Industria;Otras horas no trabajadas y remuneradas;2002T2;0,5
Industria;Otras horas no trabajadas y remuneradas;2002T1;0,4
Industria;Otras horas no trabajadas y remuneradas;2001T4;0,5
Industria;Otras horas no trabajadas y remuneradas;2001T3;0,3
Industria;Otras horas no trabajadas y remuneradas;2001T2;0,5
Industria;Otras horas no trabajadas y remuneradas;2001T1;0,5
Industria;Otras horas no trabajadas y remuneradas;2000T4;0,5
Industria;Otras horas no trabajadas y remuneradas;2000T3;0,4
Industria;Otras horas no trabajadas y remuneradas;2000T2;0,6
Industria;Otras horas no trabajadas y remuneradas;2000T1;0,6
Industria;Horas perdidas en el lugar de trabajo;2007T4;0,1
Industria;Horas perdidas en el lugar de trabajo;2007T3;0,1
Industria;Horas perdidas en el lugar de trabajo;2007T2;0,1
Industria;Horas perdidas en el lugar de trabajo;2007T1;0,1
Industria;Horas perdidas en el lugar de trabajo;2006T4;0,1
Industria;Horas perdidas en el lugar de trabajo;2006T3;0,1
Industria;Horas perdidas en el lugar de trabajo;2006T2;0,1
Industria;Horas perdidas en el lugar de trabajo;2006T1;0,1
Industria;Horas perdidas en el lugar de trabajo;2005T4;0,1
Industria;Horas perdidas en el lugar de trabajo;2005T3;0,1
Industria;Horas perdidas en el lugar de trabajo;2005T2;0,1
Industria;Horas perdidas en el lugar de trabajo;2005T1;0,2
Industria;Horas perdidas en el lugar de trabajo;2004T4;0,2
Industria;Horas perdidas en el lugar de trabajo;2004T3;0,1
Industria;Horas perdidas en el lugar de trabajo;2004T2;0,2
Industria;Horas perdidas en el lugar de trabajo;2004T1;0,1
Industria;Horas perdidas en el lugar de trabajo;2003T4;0,1
Industria;Horas perdidas en el lugar de trabajo;2003T3;0,1
Industria;Horas perdidas en el lugar de trabajo;2003T2;0,1
Industria;Horas perdidas en el lugar de trabajo;2003T1;0,2
Industria;Horas perdidas en el lugar de trabajo;2002T4;0,1
Industria;Horas perdidas en el lugar de trabajo;2002T3;0,1
Industria;Horas perdidas en el lugar de trabajo;2002T2;0,1
Industria;Horas perdidas en el lugar de trabajo;2002T1;0,2
Industria;Horas perdidas en el lugar de trabajo;2001T4;0,1
Industria;Horas perdidas en el lugar de trabajo;2001T3;0,1
Industria;Horas perdidas en el lugar de trabajo;2001T2;0,1
Industria;Horas perdidas en el lugar de trabajo;2001T1;0,2
Industria;Horas perdidas en el lugar de trabajo;2000T4;0,2
Industria;Horas perdidas en el lugar de trabajo;2000T3;0,2
Industria;Horas perdidas en el lugar de trabajo;2000T2;0,2
Industria;Horas perdidas en el lugar de trabajo;2000T1;0,3
Industria;Horas no trabajadas por conflictividad laboral;2007T4;0
Industria;Horas no trabajadas por conflictividad laboral;2007T3;0
Industria;Horas no trabajadas por conflictividad laboral;2007T2;0,1
Industria;Horas no trabajadas por conflictividad laboral;2007T1;0
Industria;Horas no trabajadas por conflictividad laboral;2006T4;0
Industria;Horas no trabajadas por conflictividad laboral;2006T3;0
Industria;Horas no trabajadas por conflictividad laboral;2006T2;0,1
Industria;Horas no trabajadas por conflictividad laboral;2006T1;0
Industria;Horas no trabajadas por conflictividad laboral;2005T4;0,1
Industria;Horas no trabajadas por conflictividad laboral;2005T3;0
Industria;Horas no trabajadas por conflictividad laboral;2005T2;0,1
Industria;Horas no trabajadas por conflictividad laboral;2005T1;0
Industria;Horas no trabajadas por conflictividad laboral;2004T4;0
Industria;Horas no trabajadas por conflictividad laboral;2004T3;0
Industria;Horas no trabajadas por conflictividad laboral;2004T2;0,2
Industria;Horas no trabajadas por conflictividad laboral;2004T1;0,1
Industria;Horas no trabajadas por conflictividad laboral;2003T4;0
Industria;Horas no trabajadas por conflictividad laboral;2003T3;0,1
Industria;Horas no trabajadas por conflictividad laboral;2003T2;0,1
Industria;Horas no trabajadas por conflictividad laboral;2003T1;0
Industria;Horas no trabajadas por conflictividad laboral;2002T4;0,1
Industria;Horas no trabajadas por conflictividad laboral;2002T3;0
Industria;Horas no trabajadas por conflictividad laboral;2002T2;0,6
Industria;Horas no trabajadas por conflictividad laboral;2002T1;0
Industria;Horas no trabajadas por conflictividad laboral;2001T4;0,1
Industria;Horas no trabajadas por conflictividad laboral;2001T3;0
Industria;Horas no trabajadas por conflictividad laboral;2001T2;0,1
Industria;Horas no trabajadas por conflictividad laboral;2001T1;0,1
Industria;Horas no trabajadas por conflictividad laboral;2000T4;0
Industria;Horas no trabajadas por conflictividad laboral;2000T3;0
Industria;Horas no trabajadas por conflictividad laboral;2000T2;0,1
Industria;Horas no trabajadas por conflictividad laboral;2000T1;0,1
Industria;Horas no trabajadas por otras causas;2007T4;0,2
Industria;Horas no trabajadas por otras causas;2007T3;0,2
Industria;Horas no trabajadas por otras causas;2007T2;0,2
Industria;Horas no trabajadas por otras causas;2007T1;0,1
Industria;Horas no trabajadas por otras causas;2006T4;0,1
Industria;Horas no trabajadas por otras causas;2006T3;0,1
Industria;Horas no trabajadas por otras causas;2006T2;0,1
Industria;Horas no trabajadas por otras causas;2006T1;0,2
Industria;Horas no trabajadas por otras causas;2005T4;0,2
Industria;Horas no trabajadas por otras causas;2005T3;0,1
Industria;Horas no trabajadas por otras causas;2005T2;0,2
Industria;Horas no trabajadas por otras causas;2005T1;0,2
Industria;Horas no trabajadas por otras causas;2004T4;0,3
Industria;Horas no trabajadas por otras causas;2004T3;0,1
Industria;Horas no trabajadas por otras causas;2004T2;0,1
Industria;Horas no trabajadas por otras causas;2004T1;0,2
Industria;Horas no trabajadas por otras causas;2003T4;0,1
Industria;Horas no trabajadas por otras causas;2003T3;0,1
Industria;Horas no trabajadas por otras causas;2003T2;0,1
Industria;Horas no trabajadas por otras causas;2003T1;0,1
Industria;Horas no trabajadas por otras causas;2002T4;0,1
Industria;Horas no trabajadas por otras causas;2002T3;0,2
Industria;Horas no trabajadas por otras causas;2002T2;0,2
Industria;Horas no trabajadas por otras causas;2002T1;0,2
Industria;Horas no trabajadas por otras causas;2001T4;0,2
Industria;Horas no trabajadas por otras causas;2001T3;0,1
Industria;Horas no trabajadas por otras causas;2001T2;0,1
Industria;Horas no trabajadas por otras causas;2001T1;0,1
Industria;Horas no trabajadas por otras causas;2000T4;0,2
Industria;Horas no trabajadas por otras causas;2000T3;0,2
Industria;Horas no trabajadas por otras causas;2000T2;0,1
Industria;Horas no trabajadas por otras causas;2000T1;0,1
Industria;Horas extras por trabajador;2007T4;1,3
Industria;Horas extras por trabajador;2007T3;1,3
Industria;Horas extras por trabajador;2007T2;1,4
Industria;Horas extras por trabajador;2007T1;1,3
Industria;Horas extras por trabajador;2006T4;1,5
Industria;Horas extras por trabajador;2006T3;1,5
Industria;Horas extras por trabajador;2006T2;1,6
Industria;Horas extras por trabajador;2006T1;1,3
Industria;Horas extras por trabajador;2005T4;1,5
Industria;Horas extras por trabajador;2005T3;1,3
Industria;Horas extras por trabajador;2005T2;1,3
Industria;Horas extras por trabajador;2005T1;1,3
Industria;Horas extras por trabajador;2004T4;1,5
Industria;Horas extras por trabajador;2004T3;1,6
Industria;Horas extras por trabajador;2004T2;1,4
Industria;Horas extras por trabajador;2004T1;1,4
Industria;Horas extras por trabajador;2003T4;1,4
Industria;Horas extras por trabajador;2003T3;1,4
Industria;Horas extras por trabajador;2003T2;1,3
Industria;Horas extras por trabajador;2003T1;1,4
Industria;Horas extras por trabajador;2002T4;1,5
Industria;Horas extras por trabajador;2002T3;1,4
Industria;Horas extras por trabajador;2002T2;1,4
Industria;Horas extras por trabajador;2002T1;1,3
Industria;Horas extras por trabajador;2001T4;1,4
Industria;Horas extras por trabajador;2001T3;1,3
Industria;Horas extras por trabajador;2001T2;1,3
Industria;Horas extras por trabajador;2001T1;1,2
Industria;Horas extras por trabajador;2000T4;1,5
Industria;Horas extras por trabajador;2000T3;1,4
Industria;Horas extras por trabajador;2000T2;1,3
Industria;Horas extras por trabajador;2000T1;1,4
Construcción;Horas pactadas;2007T4;166,7
Construcción;Horas pactadas;2007T3;166
Construcción;Horas pactadas;2007T2;168,1
Construcción;Horas pactadas;2007T1;167,8
Construcción;Horas pactadas;2006T4;167
Construcción;Horas pactadas;2006T3;166,3
Construcción;Horas pactadas;2006T2;168,2
Construcción;Horas pactadas;2006T1;167,7
Construcción;Horas pactadas;2005T4;167
Construcción;Horas pactadas;2005T3;166,3
Construcción;Horas pactadas;2005T2;168,4
Construcción;Horas pactadas;2005T1;168,4
Construcción;Horas pactadas;2004T4;167,2
Construcción;Horas pactadas;2004T3;166,5
Construcción;Horas pactadas;2004T2;168,5
Construcción;Horas pactadas;2004T1;168,3
Construcción;Horas pactadas;2003T4;167,3
Construcción;Horas pactadas;2003T3;166,7
Construcción;Horas pactadas;2003T2;168,7
Construcción;Horas pactadas;2003T1;168,4
Construcción;Horas pactadas;2002T4;167,3
Construcción;Horas pactadas;2002T3;166
Construcción;Horas pactadas;2002T2;167,9
Construcción;Horas pactadas;2002T1;167,6
Construcción;Horas pactadas;2001T4;167,4
Construcción;Horas pactadas;2001T3;166,7
Construcción;Horas pactadas;2001T2;168,7
Construcción;Horas pactadas;2001T1;168,4
Construcción;Horas pactadas;2000T4;168
Construcción;Horas pactadas;2000T3;167
Construcción;Horas pactadas;2000T2;168,6
Construcción;Horas pactadas;2000T1;168,9
Construcción;Horas pagadas;2007T4;167,1
Construcción;Horas pagadas;2007T3;166,3
Construcción;Horas pagadas;2007T2;168,1
Construcción;Horas pagadas;2007T1;168,2
Construcción;Horas pagadas;2006T4;167,3
Construcción;Horas pagadas;2006T3;166,6
Construcción;Horas pagadas;2006T2;168,5
Construcción;Horas pagadas;2006T1;167,9
Construcción;Horas pagadas;2005T4;167,3
Construcción;Horas pagadas;2005T3;166,6
Construcción;Horas pagadas;2005T2;168,8
Construcción;Horas pagadas;2005T1;168,7
Construcción;Horas pagadas;2004T4;167,5
Construcción;Horas pagadas;2004T3;166,8
Construcción;Horas pagadas;2004T2;168,7
Construcción;Horas pagadas;2004T1;168,5
Construcción;Horas pagadas;2003T4;167,6
Construcción;Horas pagadas;2003T3;167,1
Construcción;Horas pagadas;2003T2;169
Construcción;Horas pagadas;2003T1;168,7
Construcción;Horas pagadas;2002T4;167,7
Construcción;Horas pagadas;2002T3;166,3
Construcción;Horas pagadas;2002T2;167,8
Construcción;Horas pagadas;2002T1;167,8
Construcción;Horas pagadas;2001T4;167,7
Construcción;Horas pagadas;2001T3;167
Construcción;Horas pagadas;2001T2;168,9
Construcción;Horas pagadas;2001T1;168,5
Construcción;Horas pagadas;2000T4;168,3
Construcción;Horas pagadas;2000T3;167,3
Construcción;Horas pagadas;2000T2;168,9
Construcción;Horas pagadas;2000T1;168,9
Construcción;Horas efectivas;2007T4;142,3
Construcción;Horas efectivas;2007T3;138,2
Construcción;Horas efectivas;2007T2;150,4
Construcción;Horas efectivas;2007T1;155,3
Construcción;Horas efectivas;2006T4;143,2
Construcción;Horas efectivas;2006T3;139,1
Construcción;Horas efectivas;2006T2;150,9
Construcción;Horas efectivas;2006T1;154,6
Construcción;Horas efectivas;2005T4;144,6
Construcción;Horas efectivas;2005T3;139,4
Construcción;Horas efectivas;2005T2;157,1
Construcción;Horas efectivas;2005T1;150,3
Construcción;Horas efectivas;2004T4;145,1
Construcción;Horas efectivas;2004T3;141,1
Construcción;Horas efectivas;2004T2;153,2
Construcción;Horas efectivas;2004T1;153,5
Construcción;Horas efectivas;2003T4;149,2
Construcción;Horas efectivas;2003T3;140
Construcción;Horas efectivas;2003T2;151,8
Construcción;Horas efectivas;2003T1;154,5
Construcción;Horas efectivas;2002T4;147,7
Construcción;Horas efectivas;2002T3;140,2
Construcción;Horas efectivas;2002T2;155,6
Construcción;Horas efectivas;2002T1;151,3
Construcción;Horas efectivas;2001T4;147,3
Construcción;Horas efectivas;2001T3;141,1
Construcción;Horas efectivas;2001T2;152,5
Construcción;Horas efectivas;2001T1;157,9
Construcción;Horas efectivas;2000T4;148,7
Construcción;Horas efectivas;2000T3;141,6
Construcción;Horas efectivas;2000T2;153
Construcción;Horas efectivas;2000T1;157,4
Construcción;Horas no trabajadas;2007T4;25
Construcción;Horas no trabajadas;2007T3;28,5
Construcción;Horas no trabajadas;2007T2;18,3
Construcción;Horas no trabajadas;2007T1;13,1
Construcción;Horas no trabajadas;2006T4;24,3
Construcción;Horas no trabajadas;2006T3;27,7
Construcción;Horas no trabajadas;2006T2;17,8
Construcción;Horas no trabajadas;2006T1;13,5
Construcción;Horas no trabajadas;2005T4;22,9
Construcción;Horas no trabajadas;2005T3;27,4
Construcción;Horas no trabajadas;2005T2;11,8
Construcción;Horas no trabajadas;2005T1;18,6
Construcción;Horas no trabajadas;2004T4;22,5
Construcción;Horas no trabajadas;2004T3;25,8
Construcción;Horas no trabajadas;2004T2;15,7
Construcción;Horas no trabajadas;2004T1;15,2
Construcción;Horas no trabajadas;2003T4;18,5
Construcción;Horas no trabajadas;2003T3;27,2
Construcción;Horas no trabajadas;2003T2;17,5
Construcción;Horas no trabajadas;2003T1;14,5
