Comunidades autónomas;Sectores de actividad;Sexo;Periodo;Total
País Vasco;Todos los sectores;Hombres;2022;35.095,67
País Vasco;Todos los sectores;Hombres;2021;33.706,34
País Vasco;Todos los sectores;Hombres;2020;33.040,1
País Vasco;Todos los sectores;Hombres;2019;32.529,17
País Vasco;Todos los sectores;Hombres;2018;31.970,3
País Vasco;Todos los sectores;Hombres;2017;31.618,97
País Vasco;Todos los sectores;Hombres;2016;31.001,21
País Vasco;Todos los sectores;Hombres;2015;31.088,99
País Vasco;Todos los sectores;Hombres;2014;31.271
País Vasco;Todos los sectores;Hombres;2013;30.312,55
País Vasco;Todos los sectores;Hombres;2012;30.084,89
País Vasco;Todos los sectores;Hombres;2011;29.492,66
País Vasco;Todos los sectores;Hombres;2010;29.708,66
País Vasco;Todos los sectores;Hombres;2009;28.889,92
País Vasco;Todos los sectores;Hombres;2008;28.264
País Vasco;Industria;Ambos sexos;2022;36.994,2
País Vasco;Industria;Ambos sexos;2021;35.192,08
País Vasco;Industria;Ambos sexos;2020;34.311,75
País Vasco;Industria;Ambos sexos;2019;34.222,69
País Vasco;Industria;Ambos sexos;2018;33.404,35
País Vasco;Industria;Ambos sexos;2017;33.221,57
País Vasco;Industria;Ambos sexos;2016;32.664,21
País Vasco;Industria;Ambos sexos;2015;32.254,44
País Vasco;Industria;Ambos sexos;2014;32.195,52
País Vasco;Industria;Ambos sexos;2013;31.765,95
País Vasco;Industria;Ambos sexos;2012;30.615,61
País Vasco;Industria;Ambos sexos;2011;30.198,41
País Vasco;Industria;Ambos sexos;2010;29.626,15
País Vasco;Industria;Ambos sexos;2009;28.585,28
País Vasco;Industria;Ambos sexos;2008;28.669,56
País Vasco;Industria;Mujeres;2022;33.635,74
País Vasco;Industria;Mujeres;2021;31.547,86
País Vasco;Industria;Mujeres;2020;31.002,23
País Vasco;Industria;Mujeres;2019;30.838,68
País Vasco;Industria;Mujeres;2018;28.655,94
País Vasco;Industria;Mujeres;2017;28.331,67
País Vasco;Industria;Mujeres;2016;27.852,86
País Vasco;Industria;Mujeres;2015;27.010,69
País Vasco;Industria;Mujeres;2014;26.875,79
País Vasco;Industria;Mujeres;2013;26.323,36
País Vasco;Industria;Mujeres;2012;26.728,05
País Vasco;Industria;Mujeres;2011;25.637,33
País Vasco;Industria;Mujeres;2010;25.350,98
País Vasco;Industria;Mujeres;2009;24.501,6
País Vasco;Industria;Mujeres;2008;24.062
País Vasco;Industria;Hombres;2022;37.738,69
País Vasco;Industria;Hombres;2021;36.056,05
País Vasco;Industria;Hombres;2020;35.144,3
País Vasco;Industria;Hombres;2019;35.120,22
País Vasco;Industria;Hombres;2018;34.624,9
País Vasco;Industria;Hombres;2017;34.415,76
País Vasco;Industria;Hombres;2016;33.847,28
País Vasco;Industria;Hombres;2015;33.460
País Vasco;Industria;Hombres;2014;33.385,54
País Vasco;Industria;Hombres;2013;32.989,38
País Vasco;Industria;Hombres;2012;31.553,97
País Vasco;Industria;Hombres;2011;31.190,39
País Vasco;Industria;Hombres;2010;30.592,36
País Vasco;Industria;Hombres;2009;29.469,36
País Vasco;Industria;Hombres;2008;29.781,04
País Vasco;Construcción;Ambos sexos;2022;-31.225,55
País Vasco;Construcción;Ambos sexos;2021;28.770,67
País Vasco;Construcción;Ambos sexos;2020;28.099,78
País Vasco;Construcción;Ambos sexos;2019;26.635,84
País Vasco;Construcción;Ambos sexos;2018;27.186,8
País Vasco;Construcción;Ambos sexos;2017;26.562,74
País Vasco;Construcción;Ambos sexos;2016;26.759,2
País Vasco;Construcción;Ambos sexos;2015;27.736,29
País Vasco;Construcción;Ambos sexos;2014;27.065,54
País Vasco;Construcción;Ambos sexos;2013;25.929,49
País Vasco;Construcción;Ambos sexos;2012;25.875,08
País Vasco;Construcción;Ambos sexos;2011;26.486,45
País Vasco;Construcción;Ambos sexos;2010;25.579,23
País Vasco;Construcción;Ambos sexos;2009;25.346,22
País Vasco;Construcción;Ambos sexos;2008;25.375,63
País Vasco;Construcción;Mujeres;2022;..
País Vasco;Construcción;Mujeres;2021;-27.983,92
País Vasco;Construcción;Mujeres;2020;-26.848,47
País Vasco;Construcción;Mujeres;2019;-26.729,86
País Vasco;Construcción;Mujeres;2018;..
País Vasco;Construcción;Mujeres;2017;-24.468,68
País Vasco;Construcción;Mujeres;2016;-24.438,91
País Vasco;Construcción;Mujeres;2015;-26.522,4
País Vasco;Construcción;Mujeres;2014;-23.533,89
País Vasco;Construcción;Mujeres;2013;-24.838,69
País Vasco;Construcción;Mujeres;2012;-23.771,58
País Vasco;Construcción;Mujeres;2011;-25.099,07
País Vasco;Construcción;Mujeres;2010;-25.124,84
País Vasco;Construcción;Mujeres;2009;..
País Vasco;Construcción;Mujeres;2008;-23.138,57
País Vasco;Construcción;Hombres;2022;-31.430,96
País Vasco;Construcción;Hombres;2021;28.919,13
País Vasco;Construcción;Hombres;2020;28.323,09
País Vasco;Construcción;Hombres;2019;26.619,58
País Vasco;Construcción;Hombres;2018;26.980,65
País Vasco;Construcción;Hombres;2017;26.967,39
País Vasco;Construcción;Hombres;2016;27.218,35
País Vasco;Construcción;Hombres;2015;27.937,72
País Vasco;Construcción;Hombres;2014;27.603,74
País Vasco;Construcción;Hombres;2013;26.091,45
País Vasco;Construcción;Hombres;2012;26.156,86
País Vasco;Construcción;Hombres;2011;26.698,01
País Vasco;Construcción;Hombres;2010;25.646,26
País Vasco;Construcción;Hombres;2009;25.770,34
País Vasco;Construcción;Hombres;2008;25.729,28
País Vasco;Servicios;Ambos sexos;2022;31.038,28
País Vasco;Servicios;Ambos sexos;2021;29.995,33
País Vasco;Servicios;Ambos sexos;2020;29.137,05
País Vasco;Servicios;Ambos sexos;2019;28.234,27
País Vasco;Servicios;Ambos sexos;2018;27.009,74
País Vasco;Servicios;Ambos sexos;2017;26.666,99
País Vasco;Servicios;Ambos sexos;2016;25.765,07
País Vasco;Servicios;Ambos sexos;2015;26.043,05
País Vasco;Servicios;Ambos sexos;2014;26.380,41
País Vasco;Servicios;Ambos sexos;2013;25.331,76
País Vasco;Servicios;Ambos sexos;2012;25.128,13
País Vasco;Servicios;Ambos sexos;2011;24.952,64
País Vasco;Servicios;Ambos sexos;2010;25.590,91
País Vasco;Servicios;Ambos sexos;2009;25.323,67
País Vasco;Servicios;Ambos sexos;2008;24.248,31
País Vasco;Servicios;Mujeres;2022;28.902,87
País Vasco;Servicios;Mujeres;2021;27.743,22
País Vasco;Servicios;Mujeres;2020;26.726,92
País Vasco;Servicios;Mujeres;2019;25.689,42
País Vasco;Servicios;Mujeres;2018;24.284,55
País Vasco;Servicios;Mujeres;2017;23.684,34
País Vasco;Servicios;Mujeres;2016;22.893,18
País Vasco;Servicios;Mujeres;2015;23.124,74
País Vasco;Servicios;Mujeres;2014;23.464
País Vasco;Servicios;Mujeres;2013;22.246,16
País Vasco;Servicios;Mujeres;2012;21.759,27
País Vasco;Servicios;Mujeres;2011;22.023,31
País Vasco;Servicios;Mujeres;2010;22.336,76
País Vasco;Servicios;Mujeres;2009;22.259,55
País Vasco;Servicios;Mujeres;2008;21.376,6
País Vasco;Servicios;Hombres;2022;34.060,44
País Vasco;Servicios;Hombres;2021;33.022,58
País Vasco;Servicios;Hombres;2020;32.478,78
País Vasco;Servicios;Hombres;2019;31.838,55
País Vasco;Servicios;Hombres;2018;31.039,17
País Vasco;Servicios;Hombres;2017;30.517,63
País Vasco;Servicios;Hombres;2016;29.655,89
País Vasco;Servicios;Hombres;2015;30.026,21
País Vasco;Servicios;Hombres;2014;30.419,17
País Vasco;Servicios;Hombres;2013;29.187,04
País Vasco;Servicios;Hombres;2012;29.671,2
País Vasco;Servicios;Hombres;2011;28.848,79
País Vasco;Servicios;Hombres;2010;29.980,39
País Vasco;Servicios;Hombres;2009;29.213,31
País Vasco;Servicios;Hombres;2008;27.785,14
Rioja, La;Todos los sectores;Ambos sexos;2022;24.903,38
Rioja, La;Todos los sectores;Ambos sexos;2021;23.716,88
Rioja, La;Todos los sectores;Ambos sexos;2020;23.292,63
Rioja, La;Todos los sectores;Ambos sexos;2019;22.877,13
Rioja, La;Todos los sectores;Ambos sexos;2018;22.641,17
Rioja, La;Todos los sectores;Ambos sexos;2017;22.234,21
Rioja, La;Todos los sectores;Ambos sexos;2016;21.999,02
Rioja, La;Todos los sectores;Ambos sexos;2015;21.756,79
Rioja, La;Todos los sectores;Ambos sexos;2014;21.954,1
Rioja, La;Todos los sectores;Ambos sexos;2013;20.628,81
Rioja, La;Todos los sectores;Ambos sexos;2012;20.346,24
Rioja, La;Todos los sectores;Ambos sexos;2011;20.996,76
Rioja, La;Todos los sectores;Ambos sexos;2010;21.035,86
Rioja, La;Todos los sectores;Ambos sexos;2009;21.179,93
Rioja, La;Todos los sectores;Ambos sexos;2008;20.674,16
Rioja, La;Todos los sectores;Mujeres;2022;22.264,39
Rioja, La;Todos los sectores;Mujeres;2021;21.135,77
Rioja, La;Todos los sectores;Mujeres;2020;20.959,44
Rioja, La;Todos los sectores;Mujeres;2019;20.377,23
Rioja, La;Todos los sectores;Mujeres;2018;19.770,93
Rioja, La;Todos los sectores;Mujeres;2017;19.353,55
Rioja, La;Todos los sectores;Mujeres;2016;19.047,2
Rioja, La;Todos los sectores;Mujeres;2015;18.762,15
Rioja, La;Todos los sectores;Mujeres;2014;18.959,85
Rioja, La;Todos los sectores;Mujeres;2013;17.435,56
Rioja, La;Todos los sectores;Mujeres;2012;17.486,66
Rioja, La;Todos los sectores;Mujeres;2011;18.328,41
Rioja, La;Todos los sectores;Mujeres;2010;18.131,05
Rioja, La;Todos los sectores;Mujeres;2009;18.702,22
Rioja, La;Todos los sectores;Mujeres;2008;18.364,2
Rioja, La;Todos los sectores;Hombres;2022;27.741,6
Rioja, La;Todos los sectores;Hombres;2021;26.488,06
Rioja, La;Todos los sectores;Hombres;2020;25.664,88
Rioja, La;Todos los sectores;Hombres;2019;25.342,99
Rioja, La;Todos los sectores;Hombres;2018;25.593,27
Rioja, La;Todos los sectores;Hombres;2017;24.820,49
Rioja, La;Todos los sectores;Hombres;2016;24.653,37
Rioja, La;Todos los sectores;Hombres;2015;24.532,64
Rioja, La;Todos los sectores;Hombres;2014;24.814,25
Rioja, La;Todos los sectores;Hombres;2013;23.641,12
Rioja, La;Todos los sectores;Hombres;2012;23.097,08
Rioja, La;Todos los sectores;Hombres;2011;23.512,09
Rioja, La;Todos los sectores;Hombres;2010;23.641,44
Rioja, La;Todos los sectores;Hombres;2009;23.240
Rioja, La;Todos los sectores;Hombres;2008;22.549,68
Rioja, La;Industria;Ambos sexos;2022;27.168,61
Rioja, La;Industria;Ambos sexos;2021;24.983,96
Rioja, La;Industria;Ambos sexos;2020;25.056,21
Rioja, La;Industria;Ambos sexos;2019;26.006,62
Rioja, La;Industria;Ambos sexos;2018;25.424,62
Rioja, La;Industria;Ambos sexos;2017;24.930,45
Rioja, La;Industria;Ambos sexos;2016;24.099,79
Rioja, La;Industria;Ambos sexos;2015;23.862,23
Rioja, La;Industria;Ambos sexos;2014;23.791,58
Rioja, La;Industria;Ambos sexos;2013;22.386,54
Rioja, La;Industria;Ambos sexos;2012;22.721,38
Rioja, La;Industria;Ambos sexos;2011;22.562,61
Rioja, La;Industria;Ambos sexos;2010;21.783,38
Rioja, La;Industria;Ambos sexos;2009;21.512,08
Rioja, La;Industria;Ambos sexos;2008;21.660,16
Rioja, La;Industria;Mujeres;2022;23.065,07
Rioja, La;Industria;Mujeres;2021;-19.835,6
Rioja, La;Industria;Mujeres;2020;-20.354,36
Rioja, La;Industria;Mujeres;2019;-22.312,65
Rioja, La;Industria;Mujeres;2018;-21.062,42
Rioja, La;Industria;Mujeres;2017;-21.701,95
Rioja, La;Industria;Mujeres;2016;-19.528,05
Rioja, La;Industria;Mujeres;2015;-18.720,48
Rioja, La;Industria;Mujeres;2014;-19.218,62
Rioja, La;Industria;Mujeres;2013;-17.668,38
Rioja, La;Industria;Mujeres;2012;-18.158,54
Rioja, La;Industria;Mujeres;2011;-18.691,17
Rioja, La;Industria;Mujeres;2010;-17.869,97
Rioja, La;Industria;Mujeres;2009;-18.284,05
Rioja, La;Industria;Mujeres;2008;-19.133,72
Rioja, La;Industria;Hombres;2022;29.039,51
Rioja, La;Industria;Hombres;2021;27.313,24
Rioja, La;Industria;Hombres;2020;26.924,43
Rioja, La;Industria;Hombres;2019;27.524,81
Rioja, La;Industria;Hombres;2018;27.234,08
Rioja, La;Industria;Hombres;2017;26.174,99
Rioja, La;Industria;Hombres;2016;25.984,06
Rioja, La;Industria;Hombres;2015;25.834,4
Rioja, La;Industria;Hombres;2014;25.665,1
Rioja, La;Industria;Hombres;2013;24.320,69
Rioja, La;Industria;Hombres;2012;24.582,11
Rioja, La;Industria;Hombres;2011;24.077,03
Rioja, La;Industria;Hombres;2010;23.379,24
Rioja, La;Industria;Hombres;2009;22.639,25
Rioja, La;Industria;Hombres;2008;22.656,72
Rioja, La;Construcción;Ambos sexos;2022;-27.598,38
Rioja, La;Construcción;Ambos sexos;2021;-24.898,79
Rioja, La;Construcción;Ambos sexos;2020;-23.751,1
Rioja, La;Construcción;Ambos sexos;2019;-22.840,07
Rioja, La;Construcción;Ambos sexos;2018;-24.208,23
Rioja, La;Construcción;Ambos sexos;2017;-22.606,77
Rioja, La;Construcción;Ambos sexos;2016;-22.439,78
Rioja, La;Construcción;Ambos sexos;2015;-23.415,85
Rioja, La;Construcción;Ambos sexos;2014;-22.983,8
Rioja, La;Construcción;Ambos sexos;2013;-22.505,96
Rioja, La;Construcción;Ambos sexos;2012;-22.766,54
Rioja, La;Construcción;Ambos sexos;2011;-23.518,57
Rioja, La;Construcción;Ambos sexos;2010;-22.761,55
Rioja, La;Construcción;Ambos sexos;2009;-22.005,85
Rioja, La;Construcción;Ambos sexos;2008;20.506,37
Rioja, La;Construcción;Mujeres;2022;..
Rioja, La;Construcción;Mujeres;2021;..
Rioja, La;Construcción;Mujeres;2020;..
Rioja, La;Construcción;Mujeres;2019;..
Rioja, La;Construcción;Mujeres;2018;..
Rioja, La;Construcción;Mujeres;2017;..
Rioja, La;Construcción;Mujeres;2016;..
Rioja, La;Construcción;Mujeres;2015;..
Rioja, La;Construcción;Mujeres;2014;..
Rioja, La;Construcción;Mujeres;2013;..
Rioja, La;Construcción;Mujeres;2012;..
Rioja, La;Construcción;Mujeres;2011;..
Rioja, La;Construcción;Mujeres;2010;..
Rioja, La;Construcción;Mujeres;2009;..
Rioja, La;Construcción;Mujeres;2008;..
Rioja, La;Construcción;Hombres;2022;-28.154,54
Rioja, La;Construcción;Hombres;2021;-25.926,55
Rioja, La;Construcción;Hombres;2020;-24.588,9
Rioja, La;Construcción;Hombres;2019;-23.318,47
Rioja, La;Construcción;Hombres;2018;-24.592,32
Rioja, La;Construcción;Hombres;2017;-22.964,77
Rioja, La;Construcción;Hombres;2016;-22.793,81
Rioja, La;Construcción;Hombres;2015;-23.711
Rioja, La;Construcción;Hombres;2014;-23.743,52
Rioja, La;Construcción;Hombres;2013;-22.928,44
Rioja, La;Construcción;Hombres;2012;-23.288,86
Rioja, La;Construcción;Hombres;2011;-24.071,71
Rioja, La;Construcción;Hombres;2010;-23.038,38
Rioja, La;Construcción;Hombres;2009;-21.961,82
Rioja, La;Construcción;Hombres;2008;-20.311,45
Rioja, La;Servicios;Ambos sexos;2022;23.824,89
Rioja, La;Servicios;Ambos sexos;2021;23.122,72
Rioja, La;Servicios;Ambos sexos;2020;22.572,12
Rioja, La;Servicios;Ambos sexos;2019;21.649,09
Rioja, La;Servicios;Ambos sexos;2018;21.412,9
Rioja, La;Servicios;Ambos sexos;2017;21.095,24
Rioja, La;Servicios;Ambos sexos;2016;21.066,81
Rioja, La;Servicios;Ambos sexos;2015;20.729,52
Rioja, La;Servicios;Ambos sexos;2014;21.116,1
Rioja, La;Servicios;Ambos sexos;2013;19.759,17
Rioja, La;Servicios;Ambos sexos;2012;19.126,4
Rioja, La;Servicios;Ambos sexos;2011;19.995,49
Rioja, La;Servicios;Ambos sexos;2010;20.435,99
Rioja, La;Servicios;Ambos sexos;2009;20.886,95
Rioja, La;Servicios;Ambos sexos;2008;20.214,69
Rioja, La;Servicios;Mujeres;2022;22.126,31
Rioja, La;Servicios;Mujeres;2021;21.434,49
Rioja, La;Servicios;Mujeres;2020;21.123,6
Rioja, La;Servicios;Mujeres;2019;20.041,44
Rioja, La;Servicios;Mujeres;2018;19.519,12
Rioja, La;Servicios;Mujeres;2017;18.888,95
Rioja, La;Servicios;Mujeres;2016;18.937,36
Rioja, La;Servicios;Mujeres;2015;18.758,61
Rioja, La;Servicios;Mujeres;2014;18.911,49
Rioja, La;Servicios;Mujeres;2013;17.369,28
Rioja, La;Servicios;Mujeres;2012;17.293,15
Rioja, La;Servicios;Mujeres;2011;18.190,84
Rioja, La;Servicios;Mujeres;2010;18.100,98
Rioja, La;Servicios;Mujeres;2009;18.627,73
Rioja, La;Servicios;Mujeres;2008;18.029,1
Rioja, La;Servicios;Hombres;2022;26.747,22
Rioja, La;Servicios;Hombres;2021;26.015,42
Rioja, La;Servicios;Hombres;2020;24.953,89
Rioja, La;Servicios;Hombres;2019;24.172,82
Rioja, La;Servicios;Hombres;2018;24.565,78
Rioja, La;Servicios;Hombres;2017;24.165,77
Rioja, La;Servicios;Hombres;2016;23.997,97
Rioja, La;Servicios;Hombres;2015;23.667,11
Rioja, La;Servicios;Hombres;2014;24.361,59
Rioja, La;Servicios;Hombres;2013;23.351,08
Rioja, La;Servicios;Hombres;2012;21.983,33
Rioja, La;Servicios;Hombres;2011;22.891,59
Rioja, La;Servicios;Hombres;2010;24.057,51
Rioja, La;Servicios;Hombres;2009;24.190,12
Rioja, La;Servicios;Hombres;2008;23.390,35
